code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,psychological_risk,total_clicks,avg_score,active_days,engagement_variability,inactivity_days,engagement_slope,assessment_consistency,persona_cluster,persona
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,0,452.0,54.4,35.0,3.317472392159001,236.0,-0.01800452741699868,14.758048651498612,0,Last-Minute Survivor
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,1,597.0,50.0,32.0,2.8731498713513144,233.0,-0.0012851973893295648,8.74642784226795,0,Last-Minute Survivor
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1,1718.0,68.66666666666667,127.0,9.270635400478875,128.0,-0.00019047420930028977,14.404860290887932,2,Anxiety-Spike Learner
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,1,155.0,52.0,9.0,3.7981060748875306,59.0,0.18985644423410633,0.0,1,Burnout Pattern
AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,1,3812.0,79.5,198.0,2.9988179445938314,95.0,-0.04801904776982229,8.38365757206926,3,Anxiety-Spike Learner
AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,0,270.0,50.0,20.0,3.6101165877743893,220.0,0.08753802025376668,3.6742346141747673,0,Last-Minute Survivor
AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,0,1529.0,67.0,81.0,4.340591543384445,172.0,0.0012461491065927294,5.147815070493501,2,Anxiety-Spike Learner
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,0,4003.0,79.8,202.0,4.456223071563128,75.0,-0.04077748751470541,1.6431676725154978,3,Anxiety-Spike Learner
AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,1,2645.0,78.14285714285714,134.0,3.4567547050591143,133.0,-0.058218428276028744,6.229729031789729,2,Anxiety-Spike Learner
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,1405.0,70.6,87.0,4.076841658847137,163.0,-0.01733499701350326,10.4546640309481,2,Anxiety-Spike Learner
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,1,2062.0,68.2,124.0,3.5195440958271034,101.0,-0.036699496792752896,4.086563348340509,2,Anxiety-Spike Learner
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0,466.0,71.8,51.0,1.8142728820392888,222.0,-0.008510108389831211,9.338094023943,0,Last-Minute Survivor
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,0,1510.0,69.4,99.0,3.1538443464941377,169.0,-0.0344867816769493,10.18822850156002,2,Anxiety-Spike Learner
AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,0,745.0,66.4,42.0,2.780549955265719,215.0,-0.02711423602573896,10.644247272588137,0,Last-Minute Survivor
AAA,2013J,172112,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,0,1939.0,69.6,135.0,2.8939225417928975,138.0,0.04771152348327124,6.188699378706322,2,Anxiety-Spike Learner
AAA,2013J,172797,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,0,1782.0,61.4,86.0,5.291989877099289,192.0,-0.013463202442550736,5.272570530585626,2,Anxiety-Spike Learner
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,0,6318.0,80.4,249.0,3.525851354576568,29.0,-0.05588218182187722,2.60768096208106,3,Anxiety-Spike Learner
AAA,2013J,175392,M,North Region,HE Qualification,,35-55,0,60,N,Pass,0,4447.0,82.4,197.0,2.9001812917922654,79.0,-0.09650267599074312,7.23187389270582,3,Anxiety-Spike Learner
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,0,2016.0,78.2,97.0,6.505404073332254,166.0,-0.09036065454473563,3.8987177379235836,2,Anxiety-Spike Learner
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1,138.0,37.6,17.0,4.321564342613325,232.0,-0.04352850133966962,9.071934744033381,0,Last-Minute Survivor
AAA,2013J,180753,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,0,2012.0,53.4,157.0,2.339325279931142,116.0,-0.02806302199321648,8.619744775803978,2,Anxiety-Spike Learner
AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,1,487.0,76.0,20.0,4.021946498879211,56.0,-0.37661402582441317,0.0,1,Burnout Pattern
AAA,2013J,183096,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,1975.0,54.0,116.0,4.6904271814549325,136.0,-0.03605456903184379,2.8284271247461894,2,Anxiety-Spike Learner
AAA,2013J,183947,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass,0,964.0,49.0,58.0,2.88788653495716,198.0,-0.004555193004228528,12.668859459319927,0,Last-Minute Survivor
AAA,2013J,184271,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass,0,1312.0,59.8,147.0,2.408542381899253,126.0,-0.03247005845565775,5.890670590009256,2,Anxiety-Spike Learner
AAA,2013J,185439,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail,1,427.0,74.0,15.0,4.775888558519476,34.0,0.33958039384086863,0.0,1,Burnout Pattern
AAA,2013J,186149,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,0,2136.0,76.0,109.0,4.558384856214495,168.0,-0.10084613331964162,11.999999999999998,2,Anxiety-Spike Learner
AAA,2013J,187100,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,0,8562.0,89.2,231.0,4.955846794087942,44.0,-0.10746617251899976,1.095445115010332,3,Anxiety-Spike Learner
AAA,2013J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,1,4497.0,71.66666666666667,167.0,3.3534129346278267,123.0,-0.16068159489351722,5.85377371160405,3,Anxiety-Spike Learner
AAA,2013J,189879,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0,1541.0,79.4,84.0,3.267519863602821,172.0,-0.03510390699945743,6.268971207462994,2,Anxiety-Spike Learner
AAA,2013J,192183,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,0,3219.0,68.4,176.0,6.780217066543831,76.0,0.019190661646898723,7.092249290598859,3,Anxiety-Spike Learner
AAA,2013J,195262,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,1,1905.0,50.0,58.0,6.557931603235652,130.0,0.025260820738440236,0.0,1,Burnout Pattern
AAA,2013J,200860,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,0,534.0,54.4,81.0,2.089044399436302,181.0,-0.023912575372358726,13.296616110875728,0,Last-Minute Survivor
AAA,2013J,202635,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,1,1418.0,66.66666666666667,47.0,5.030275072366054,106.0,-0.08946550680012076,4.163331998932267,1,Burnout Pattern
AAA,2013J,205350,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass,0,1665.0,72.2,126.0,3.0473653837167576,152.0,-0.07159591666638028,10.73312629199899,2,Anxiety-Spike Learner
AAA,2013J,205719,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Fail,1,333.0,56.666666666666664,32.0,3.8138029364659474,184.0,-0.09690842977626554,14.571661996262929,0,Last-Minute Survivor
AAA,2013J,227499,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,0,2953.0,83.6,162.0,4.327660575777786,91.0,-0.06450992697525527,0.5477225575051643,2,Anxiety-Spike Learner
AAA,2013J,227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1,1205.0,62.6,69.0,3.794254388249138,203.0,-0.09495401424308113,5.128352561983235,2,Anxiety-Spike Learner
AAA,2013J,228082,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,0,227.0,72.4,37.0,1.1159128271995518,216.0,-0.00879905362937788,9.502631214563678,0,Last-Minute Survivor
AAA,2013J,228222,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,0,445.0,61.8,38.0,2.3459550142332515,205.0,-0.006418123300646304,10.183319694480774,0,Last-Minute Survivor
AAA,2013J,229179,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,614.0,66.0,50.0,4.379484371457725,200.0,-0.05254452025832661,6.9641941385920605,0,Last-Minute Survivor
AAA,2013J,229361,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,0,1215.0,78.0,123.0,3.796977374624981,155.0,-0.0017198139219554767,3.24037034920393,2,Anxiety-Spike Learner
AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass,0,1839.0,67.75,86.0,5.107703805957681,172.0,-0.05376511564125831,8.341662504161464,2,Anxiety-Spike Learner
AAA,2013J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn,1,1257.0,57.833333333333336,136.0,2.2461005608150044,133.0,-0.02189716281420851,14.02022348847074,2,Anxiety-Spike Learner
AAA,2013J,236284,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,0,732.0,78.0,41.0,3.6355877504445537,185.0,0.09354469180445411,10.41633332799983,0,Last-Minute Survivor
AAA,2013J,238007,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,0,1935.0,79.2,162.0,2.115806963752571,91.0,-0.007864035303973239,8.228000972289685,2,Anxiety-Spike Learner
AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass,0,321.0,75.8,26.0,3.4912289018743845,198.0,0.031710098743029026,7.293833011524187,0,Last-Minute Survivor
AAA,2013J,240884,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0,427.0,58.4,44.0,2.1817398968895905,204.0,-0.0512401453382719,8.763560920082657,0,Last-Minute Survivor
AAA,2013J,241649,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,0,1892.0,78.8,135.0,3.385687658897954,138.0,-0.05648752185770941,7.791020472312982,2,Anxiety-Spike Learner
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,1,1829.0,58.6,117.0,3.13836595939324,153.0,0.010291516359865274,5.412947441089743,2,Anxiety-Spike Learner
AAA,2013J,242793,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,0,658.0,77.4,56.0,2.952388765949369,215.0,-0.03976577295481324,7.700649323271381,0,Last-Minute Survivor
AAA,2013J,246834,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,0,1174.0,55.6,68.0,3.8445834807976436,209.0,-0.02068339241723333,3.5777087639996634,2,Anxiety-Spike Learner
AAA,2013J,248270,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,0,1969.0,78.4,193.0,3.373245315984267,82.0,-0.04819736785200744,3.0495901363953806,2,Anxiety-Spike Learner
AAA,2013J,255548,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,0,2580.0,71.4,166.0,3.249010062201599,112.0,-0.0939481617414162,13.813037319865606,2,Anxiety-Spike Learner
AAA,2013J,256815,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass,0,1481.0,76.8,139.0,3.0756774521362,133.0,-0.013894398092858418,3.768288736283355,2,Anxiety-Spike Learner
AAA,2013J,258392,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0,844.0,58.8,53.0,3.575459491365813,197.0,0.023613480529736764,3.834057902536163,0,Last-Minute Survivor
AAA,2013J,258894,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0,4963.0,64.8,204.0,4.660724301591577,61.0,0.02702160735567625,8.927485648266257,3,Anxiety-Spike Learner
AAA,2013J,260355,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,1,426.0,57.5,43.0,3.641553717539281,129.0,-0.0354856770547952,3.5355339059327378,1,Burnout Pattern
AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,0,1066.0,71.0,69.0,3.3619858873650745,181.0,-0.037073855622749056,7.106335201775948,2,Anxiety-Spike Learner
AAA,2013J,262934,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,0,2407.0,76.6,119.0,3.639977617429896,149.0,-0.09482376868414838,3.7815340802378086,2,Anxiety-Spike Learner
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,1,3210.0,74.6,116.0,4.209678970980503,155.0,-0.0669063460440925,7.021395872616783,2,Anxiety-Spike Learner
AAA,2013J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,1,191.0,43.0,18.0,3.4206686518828495,169.0,-0.11628218477548997,11.313708498984761,0,Last-Minute Survivor
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,0,3348.0,76.4,128.0,6.273091036758463,148.0,-0.05261794129280971,9.44986772394196,2,Anxiety-Spike Learner
AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,1,2028.0,67.66666666666667,82.0,5.388637930041446,105.0,-0.14985684309931466,2.2509257354845498,2,Anxiety-Spike Learner
AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,0,1183.0,79.2,63.0,4.69218579306143,212.0,-0.04302290799538961,3.898717737923585,2,Anxiety-Spike Learner
AAA,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,0,492.0,73.4,49.0,2.640810212877093,201.0,0.004128274808969477,2.6076809620810595,0,Last-Minute Survivor
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1,130.0,55.4,15.0,1.4073093052060304,238.0,-0.04024557241455115,10.014988766843425,0,Last-Minute Survivor
AAA,2013J,281589,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail,1,59.0,0.0,8.0,1.4991179064218056,134.0,-0.06616005951748326,0.0,5,Passive Watcher
AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,0,1961.0,60.6,87.0,4.574099214215151,165.0,-0.10673765997195267,13.011533345459329,2,Anxiety-Spike Learner
AAA,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,0,1046.0,71.0,68.0,4.490854024581963,184.0,-0.03659793017157041,9.72111104761179,0,Last-Minute Survivor
AAA,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0,483.0,67.8,47.0,4.066696998243717,204.0,-0.062317627375351785,4.381780460041329,0,Last-Minute Survivor
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,1740.0,70.4,108.0,3.7025701534587867,140.0,-0.08247806751728601,7.700649323271382,2,Anxiety-Spike Learner
AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0,652.0,75.0,33.0,20.310345834544936,221.0,0.07999268868699053,3.605551275463989,2,Anxiety-Spike Learner
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,0,5231.0,83.6,229.0,2.85244832659373,49.0,-0.10935854229928868,3.209361307176241,3,Anxiety-Spike Learner
AAA,2013J,292923,F,South East Region,A Level or Equivalent,90-100%,35-55,0,180,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0,187.0,46.75,28.0,1.4336486837304514,216.0,0.03610421845220422,8.5,0,Last-Minute Survivor
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,0,1775.0,78.2,119.0,5.867295276481779,152.0,-0.07006256500557781,4.147288270665546,2,Anxiety-Spike Learner
AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,865.0,52.8,94.0,3.6203380265481546,172.0,-0.023583673009815117,6.418722614352484,2,Anxiety-Spike Learner
